date,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration,city
2017-01-11,0.0,23.9,10.8,16.7,22.6,7.2,14.2,2017-01-11 01:52:00,2017-01-11 12:42:00,38993.45,35682.57,0.0,0.0,0.0,0.0,12.3,22.7,11.0,17.72,3.98,Ahmedabad
2017-01-20,1.0,31.3,19.0,24.3,32.9,19.5,24.6,2017-01-20 01:44:00,2017-01-20 12:54:00,40180.5,36512.55,0.0,0.0,0.0,0.0,16.6,33.5,4.0,18.18,4.59,Mumbai
2023-10-16,61.0,30.6,21.9,26.7,35.7,25.7,31.4,2023-10-16 00:18:00,2023-10-16 11:51:00,41583.05,36149.29,2.5,2.5,0.0,2.0,21.1,35.3,47.0,16.57,3.37,Patna
2016-11-22,0.0,32.1,19.7,25.6,34.5,20.6,26.9,2016-11-22 01:20:00,2016-11-22 12:29:00,40128.93,36302.03,0.0,0.0,0.0,0.0,12.4,20.2,44.0,19.13,4.52,Mumbai
2015-08-31,63.0,31.1,25.5,27.4,37.5,31.0,33.6,2015-08-30 23:48:00,2015-08-31 12:25:00,45384.71,7828.98,22.1,22.1,0.0,19.0,10.9,24.8,211.0,9.86,2.18,Howrah
2018-02-19,1.0,31.6,19.3,25.5,33.3,19.7,26.0,2018-02-19 01:34:00,2018-02-19 13:10:00,41745.53,38916.58,0.0,0.0,0.0,0.0,19.1,37.8,331.0,21.32,5.53,Mumbai
2020-05-25,51.0,33.0,28.1,30.2,39.1,33.9,36.0,2020-05-25 00:31:00,2020-05-25 13:40:00,47337.28,42925.51,0.2,0.2,0.0,2.0,18.9,40.3,299.0,24.07,5.44,Mumbai
2018-02-01,1.0,31.4,17.1,24.0,32.6,17.0,24.8,2018-02-01 01:42:00,2018-02-01 13:01:00,40723.91,38036.73,0.0,0.0,0.0,0.0,15.5,31.0,337.0,19.9,4.49,Mumbai
2019-07-29,51.0,32.6,26.3,29.2,37.5,30.7,33.9,2019-07-29 00:10:00,2019-07-29 13:38:00,48495.91,38985.55,1.1,1.1,0.0,8.0,20.1,43.2,89.0,20.02,4.74,Agra
2019-12-18,1.0,18.1,8.0,12.3,16.1,5.2,10.7,2019-12-18 01:37:00,2019-12-18 11:57:00,37173.79,33275.68,0.0,0.0,0.0,0.0,13.8,25.9,292.0,12.37,1.91,Delhi
2017-04-22,1.0,41.2,23.8,32.3,41.8,25.6,32.6,2017-04-22 00:17:00,2017-04-22 13:16:00,46758.68,39406.72,0.0,0.0,0.0,0.0,21.0,44.3,294.0,24.67,7.95,Agra
2021-09-28,61.0,30.3,25.7,28.0,36.0,31.4,33.7,2021-09-28 00:10:00,2021-09-28 12:09:00,43136.07,31684.31,4.8,4.8,0.0,11.0,17.0,37.4,99.0,13.62,2.92,Patna
2021-10-20,63.0,29.1,23.3,25.6,34.0,28.0,30.8,2021-10-20 00:05:00,2021-10-20 11:37:00,41516.8,23188.36,11.5,11.5,0.0,12.0,13.4,28.1,222.0,10.44,2.13,Howrah
2022-02-11,2.0,29.5,17.9,23.5,30.3,16.9,23.4,2022-02-11 01:14:00,2022-02-11 12:46:00,41501.68,36275.38,0.0,0.0,0.0,0.0,14.0,31.0,60.0,19.75,4.85,Hyderabad
2022-06-27,63.0,34.3,28.3,30.4,41.5,33.4,36.6,2022-06-26 23:30:00,2022-06-27 13:14:00,49417.31,23086.57,5.8,5.8,0.0,5.0,12.8,25.9,78.0,15.65,3.91,Patna
2023-09-30,51.0,35.6,23.7,29.1,40.2,26.4,33.3,2023-09-30 01:00:00,2023-09-30 12:58:00,43059.56,38856.18,0.3,0.3,0.0,2.0,11.4,24.5,1.0,20.96,4.96,Ahmedabad
2023-07-12,55.0,32.3,26.2,28.8,38.3,31.5,34.4,2023-07-11 23:29:00,2023-07-12 12:54:00,48310.82,40928.74,2.1,2.1,0.0,9.0,18.4,38.2,169.0,19.22,4.23,Kolkata
2015-06-09,1.0,42.6,29.5,36.6,40.5,29.0,34.9,2015-06-08 23:52:00,2015-06-09 13:47:00,50101.61,41636.14,0.0,0.0,0.0,0.0,29.3,55.1,282.0,22.98,11.27,Delhi
2015-04-17,63.0,31.2,21.4,26.5,34.1,24.2,29.3,2015-04-16 23:28:00,2015-04-17 12:17:00,46153.74,40928.83,10.0,10.0,0.0,11.0,22.1,50.4,275.0,22.01,5.07,Guwahati
2017-04-15,51.0,39.0,22.5,29.7,39.2,22.0,29.6,2017-04-15 00:47:00,2017-04-15 13:21:00,45245.71,42651.88,0.1,0.1,0.0,1.0,22.7,48.2,278.0,26.13,7.91,Pune
2018-02-13,61.0,24.0,13.2,18.1,24.8,12.5,18.3,2018-02-13 01:14:00,2018-02-13 12:26:00,40373.65,34307.64,1.5,1.5,0.0,2.0,13.7,27.0,331.0,15.56,2.86,Lucknow
2020-09-11,63.0,31.3,26.4,28.3,38.1,32.4,34.3,2020-09-10 23:52:00,2020-09-11 12:14:00,44491.64,36061.81,9.4,9.4,0.0,11.0,15.3,31.7,177.0,16.66,3.5,Howrah
2017-08-31,63.0,33.5,26.0,29.3,41.9,31.8,36.2,2017-08-30 23:59:00,2017-08-31 12:40:00,45612.46,37283.5,14.4,14.4,0.0,16.0,12.0,27.7,114.0,17.87,3.84,Patna
2018-09-08,51.0,26.5,19.3,22.3,28.2,21.3,24.0,2018-09-08 00:51:00,2018-09-08 13:13:00,44529.43,41479.07,0.7,0.7,0.0,3.0,21.9,44.6,256.0,21.22,4.11,Pune
2018-08-08,55.0,30.0,24.7,27.0,32.6,26.6,30.0,2018-08-08 00:08:00,2018-08-08 12:57:00,46165.73,18079.3,4.6,4.6,0.0,9.0,27.1,53.3,237.0,13.92,3.33,Visakhapatnam
2017-08-16,61.0,31.3,27.1,29.2,35.8,31.9,34.0,2017-08-16 00:10:00,2017-08-16 12:52:00,45753.04,17071.1,1.6,1.6,0.0,1.0,17.6,42.8,236.0,14.55,3.66,Visakhapatnam
2021-12-24,0.0,24.7,13.0,19.4,25.4,12.6,19.8,2021-12-24 00:43:00,2021-12-24 11:28:00,38699.81,35529.11,0.0,0.0,0.0,0.0,6.8,13.0,331.0,14.21,2.62,Howrah
2020-02-22,3.0,30.2,17.8,23.4,29.8,18.1,22.7,2020-02-22 01:09:00,2020-02-22 12:57:00,42467.86,38838.4,0.0,0.0,0.0,0.0,21.6,37.4,96.0,24.5,5.99,Bengaluru
2022-09-02,63.0,30.5,25.5,27.5,38.6,30.8,33.6,2022-09-02 00:53:00,2022-09-02 13:22:00,44936.07,40921.48,10.0,10.0,0.0,9.0,13.6,27.7,229.0,22.56,4.53,Mumbai
2016-05-17,0.0,42.7,26.3,35.2,42.3,25.4,33.7,2016-05-16 23:59:00,2016-05-17 13:36:00,49023.77,45262.79,0.0,0.0,0.0,0.0,18.9,34.6,313.0,28.44,9.39,Delhi
2016-05-03,63.0,34.6,25.5,29.9,40.3,30.6,35.2,2016-05-02 23:32:00,2016-05-03 12:34:00,46918.19,41587.58,7.8,7.8,0.0,2.0,16.1,32.4,163.0,20.78,5.09,Howrah
2020-01-30,0.0,30.1,17.8,23.3,32.3,18.8,24.8,2020-01-30 01:18:00,2020-01-30 12:39:00,40896.9,36339.48,0.0,0.0,0.0,0.0,10.0,25.6,26.0,19.62,4.21,Hyderabad
2021-10-24,2.0,31.2,20.3,25.3,33.4,22.1,27.0,2021-10-24 00:41:00,2021-10-24 12:18:00,41815.77,39243.79,0.0,0.0,0.0,0.0,10.8,21.6,12.0,18.51,4.21,Hyderabad
2023-05-24,63.0,32.2,25.5,28.3,39.1,30.6,33.3,2023-05-23 23:23:00,2023-05-24 12:43:00,48027.99,24231.7,6.9,6.9,0.0,5.0,25.4,47.5,101.0,16.27,3.81,Kolkata
2015-12-10,1.0,31.8,17.7,24.6,33.6,17.5,26.1,2015-12-10 01:25:00,2015-12-10 12:28:00,39758.67,36000.0,0.0,0.0,0.0,0.0,10.9,24.1,225.0,17.25,3.98,Pune
2019-02-22,51.0,22.8,10.7,17.0,21.9,7.8,15.1,2019-02-22 01:23:00,2019-02-22 12:45:00,40968.98,36111.42,0.2,0.2,0.0,2.0,20.1,38.9,314.0,17.92,3.72,Delhi
2023-07-23,53.0,27.0,22.5,23.9,29.0,24.7,26.0,2023-07-23 00:36:00,2023-07-23 13:45:00,47325.38,28304.54,5.3,5.3,0.0,19.0,29.6,57.6,241.0,16.08,2.99,Nashik
2016-03-05,1.0,31.5,23.2,27.3,35.1,26.4,30.3,2016-03-05 00:42:00,2016-03-05 12:34:00,42735.5,38532.1,0.0,0.0,0.0,0.0,15.6,30.2,211.0,20.54,4.93,Visakhapatnam
2021-10-20,63.0,31.9,25.6,28.3,40.2,31.3,35.0,2021-10-20 00:30:00,2021-10-20 12:17:00,42429.92,39311.69,9.6,9.6,0.0,9.0,10.2,28.1,185.0,19.67,4.1,Chennai
2017-05-31,1.0,40.3,28.7,33.7,43.7,33.0,36.7,2017-05-31 00:23:00,2017-05-31 13:50:00,48414.73,43488.18,0.0,0.0,0.0,0.0,25.0,49.7,190.0,26.19,8.65,Ahmedabad
2020-09-01,53.0,28.0,25.1,26.5,34.8,29.7,32.1,2020-09-01 00:53:00,2020-09-01 13:23:00,44966.12,39099.12,3.3,3.3,0.0,22.0,13.0,29.2,242.0,19.25,3.62,Mumbai
2016-02-09,2.0,29.8,17.3,23.5,30.7,18.1,23.4,2016-02-09 01:14:00,2016-02-09 12:53:00,41953.57,38500.66,0.0,0.0,0.0,0.0,13.2,27.0,104.0,23.2,5.39,Bengaluru
2016-10-26,1.0,29.0,17.5,23.4,29.7,17.9,23.7,2016-10-26 00:42:00,2016-10-26 12:17:00,41700.12,39120.41,0.0,0.0,0.0,0.0,17.6,35.3,13.0,21.19,4.93,Hyderabad
2017-12-17,0.0,21.1,8.4,14.3,16.7,4.3,10.1,2017-12-17 01:37:00,2017-12-17 11:57:00,37177.88,33296.39,0.0,0.0,0.0,0.0,20.8,39.6,288.0,12.9,3.77,Delhi
2016-06-26,51.0,34.4,26.8,30.7,40.6,32.0,36.5,2016-06-25 23:44:00,2016-06-26 13:33:00,49745.48,44633.48,0.8,0.8,0.0,4.0,19.8,36.4,92.0,20.84,4.97,Lucknow
2015-01-19,3.0,20.5,9.0,14.5,19.9,8.0,13.7,2015-01-19 01:07:00,2015-01-19 11:53:00,38765.02,35856.11,0.0,0.0,0.0,0.0,10.2,25.2,289.0,16.64,2.68,Patna
2019-06-09,63.0,35.9,28.7,31.5,41.8,33.7,37.3,2019-06-08 23:51:00,2019-06-09 13:01:00,47379.54,31546.43,7.9,7.9,0.0,7.0,28.8,58.0,222.0,20.06,5.21,Visakhapatnam
2016-10-28,0.0,30.9,16.7,23.7,30.2,15.8,23.3,2016-10-28 01:00:00,2016-10-28 12:09:00,40108.62,37281.07,0.0,0.0,0.0,0.0,11.9,26.6,282.0,18.28,4.36,Delhi
2019-10-20,51.0,31.9,24.8,28.2,38.3,30.3,34.2,2019-10-20 00:05:00,2019-10-20 11:37:00,41549.94,37061.3,0.9,0.9,0.0,6.0,8.3,20.9,16.0,17.3,3.66,Howrah
2023-07-06,63.0,33.2,25.4,29.2,39.1,29.6,34.3,2023-07-05 23:59:00,2023-07-06 13:52:00,50022.09,37250.8,7.0,7.0,0.0,11.0,14.7,25.9,97.0,19.24,4.52,Delhi
2021-03-30,1.0,36.1,19.6,27.7,33.7,17.1,25.5,2021-03-30 01:00:00,2021-03-30 13:17:00,44260.12,41704.54,0.0,0.0,0.0,0.0,23.3,50.0,277.0,25.93,8.17,Pune
2020-10-12,0.0,33.3,20.3,26.9,35.5,22.4,29.2,2020-10-12 00:50:00,2020-10-12 12:24:00,41637.55,38791.54,0.0,0.0,0.0,0.0,10.6,24.5,57.0,18.54,4.45,Delhi
2022-12-02,0.0,27.0,17.1,21.8,29.0,18.6,23.9,2022-12-02 00:23:00,2022-12-02 11:00:00,38192.11,34269.67,0.0,0.0,0.0,0.0,9.2,21.6,70.0,13.26,2.57,Guwahati
2022-07-08,51.0,35.1,28.1,31.7,41.3,32.9,36.8,2022-07-07 23:34:00,2022-07-08 13:14:00,49174.3,45066.34,0.5,0.5,0.0,4.0,16.7,31.7,104.0,23.9,6.28,Patna
2017-10-24,53.0,31.1,24.6,27.8,38.5,30.4,33.9,2017-10-24 00:23:00,2017-10-24 11:59:00,41779.77,38280.64,1.0,1.0,0.0,2.0,11.0,25.6,118.0,18.66,3.83,Visakhapatnam
2021-12-08,3.0,29.5,18.3,23.7,30.3,19.0,24.8,2021-12-08 01:04:00,2021-12-08 12:11:00,40046.91,33635.2,0.0,0.0,0.0,0.0,12.3,28.4,100.0,15.56,3.7,Hyderabad
2023-07-03,51.0,33.8,26.6,30.0,42.1,32.8,36.3,2023-07-03 00:28:00,2023-07-03 13:59:00,48657.02,42311.79,0.5,0.5,0.0,5.0,12.1,20.5,199.0,22.47,5.08,Ahmedabad
2023-05-25,0.0,35.4,23.0,28.0,36.3,25.0,29.2,2023-05-25 00:25:00,2023-05-25 13:37:00,47504.45,43200.0,0.0,0.0,0.0,0.0,22.7,46.8,259.0,25.22,6.99,Nashik
2019-04-29,0.0,41.8,24.3,32.9,39.8,23.7,31.4,2019-04-29 00:00:00,2019-04-29 13:07:00,47262.32,40451.98,0.0,0.0,0.0,0.0,18.7,36.4,296.0,24.59,8.31,Lucknow
2015-08-13,53.0,26.3,22.4,23.7,28.8,25.8,26.8,2015-08-13 00:45:00,2015-08-13 13:33:00,46055.84,11669.12,5.8,5.8,0.0,21.0,12.0,31.3,251.0,9.95,2.25,Pune
2022-10-03,51.0,28.7,24.3,26.5,34.2,29.4,31.4,2022-10-03 00:59:00,2022-10-03 12:55:00,42946.49,38401.49,0.3,0.3,0.0,2.0,18.9,35.3,337.0,20.9,4.03,Mumbai
2020-09-28,53.0,31.3,24.9,28.0,39.0,31.4,34.8,2020-09-27 23:44:00,2020-09-28 11:42:00,43098.48,39337.79,2.3,2.3,0.0,11.0,8.3,24.8,214.0,17.69,3.69,Guwahati
2021-01-05,1.0,28.2,20.2,23.9,30.0,22.1,26.0,2021-01-05 00:59:00,2021-01-05 12:05:00,40008.41,37033.75,0.0,0.0,0.0,0.0,19.1,40.0,53.0,17.1,3.6,Visakhapatnam
2018-03-18,1.0,31.3,20.3,25.8,33.1,22.6,27.1,2018-03-18 00:51:00,2018-03-18 12:56:00,43491.5,39335.0,0.0,0.0,0.0,0.0,13.3,31.7,107.0,21.13,5.26,Hyderabad
2017-09-12,55.0,30.1,23.5,26.7,35.2,28.3,31.0,2017-09-12 00:33:00,2017-09-12 12:51:00,44220.62,33388.63,2.3,2.3,0.0,6.0,10.0,24.8,130.0,19.1,4.18,Hyderabad
2016-01-18,1.0,24.7,13.0,18.8,24.5,12.4,18.6,2016-01-18 01:42:00,2016-01-18 12:47:00,39883.64,36476.04,0.0,0.0,0.0,0.0,11.8,27.4,273.0,17.2,3.5,Nashik
2023-06-15,0.0,42.3,33.4,38.2,39.7,34.0,37.5,2023-06-14 23:28:00,2023-06-15 13:11:00,49416.39,42825.7,0.0,0.0,0.0,0.0,36.9,65.2,278.0,21.22,11.52,Patna
2018-03-12,63.0,34.2,22.9,27.0,37.4,25.6,29.9,2018-03-12 00:18:00,2018-03-12 12:14:00,42985.96,39156.46,3.0,3.0,0.0,1.0,18.0,37.8,196.0,19.41,4.66,Kolkata
2018-10-04,51.0,32.3,25.3,28.4,39.3,30.5,34.2,2018-10-04 00:12:00,2018-10-04 12:03:00,42619.14,38534.85,0.1,0.1,0.0,1.0,11.3,27.4,60.0,19.26,4.09,Patna
2022-07-04,55.0,32.4,25.6,28.6,36.7,28.7,32.6,2022-07-03 23:56:00,2022-07-04 13:06:00,47365.95,13392.12,2.6,2.6,0.0,4.0,20.8,41.8,240.0,13.11,3.64,Visakhapatnam
2020-12-14,0.0,26.7,17.6,21.5,26.9,19.2,22.8,2020-12-14 00:38:00,2020-12-14 11:23:00,38733.94,35852.86,0.0,0.0,0.0,0.0,12.9,26.6,25.0,13.9,2.91,Kolkata
2017-04-04,2.0,34.0,21.9,27.5,37.7,22.8,29.1,2017-04-04 00:07:00,2017-04-04 12:37:00,45000.8,37377.85,0.0,0.0,0.0,0.0,23.1,41.0,87.0,24.15,6.21,Patna
2022-10-12,63.0,29.0,21.3,24.3,34.8,25.3,28.3,2022-10-12 00:38:00,2022-10-12 12:26:00,42495.31,36150.71,15.6,15.6,0.0,13.0,10.2,22.0,155.0,17.78,3.61,Hyderabad
2018-10-19,0.0,36.0,20.8,28.0,33.3,21.0,26.9,2018-10-19 00:40:00,2018-10-19 12:07:00,41224.43,38060.79,0.0,0.0,0.0,0.0,24.4,46.4,308.0,18.05,6.15,Kanpur
2016-02-23,1.0,31.1,22.8,26.4,34.1,25.4,28.7,2016-02-23 00:58:00,2016-02-23 12:46:00,42495.71,38708.5,0.0,0.0,0.0,0.0,18.1,32.0,161.0,22.78,5.38,Chennai
2022-08-16,61.0,23.9,21.6,22.4,24.9,22.6,23.3,2022-08-16 00:45:00,2022-08-16 13:33:00,46075.51,0.0,13.1,13.1,0.0,24.0,29.6,55.8,228.0,8.69,1.61,Nashik
2019-09-10,61.0,32.4,25.9,28.7,39.0,30.6,33.7,2019-09-10 00:27:00,2019-09-10 12:44:00,44164.81,36160.95,6.5,6.5,0.0,10.0,21.2,42.1,179.0,21.47,4.8,Chennai
2016-10-11,0.0,33.4,19.7,26.4,33.9,20.1,26.8,2016-10-11 00:49:00,2016-10-11 12:25:00,41742.09,38829.65,0.0,0.0,0.0,0.0,14.3,28.8,308.0,19.93,5.37,Delhi
2018-09-21,61.0,30.1,25.7,27.5,33.4,28.3,30.1,2018-09-21 00:07:00,2018-09-21 12:17:00,43785.73,34459.25,6.4,6.4,0.0,8.0,32.8,65.2,99.0,14.56,3.68,Patna
2018-10-22,1.0,32.3,18.0,24.9,30.8,16.7,23.9,2018-10-22 00:39:00,2018-10-22 12:01:00,40917.74,37097.5,0.0,0.0,0.0,0.0,10.9,21.2,316.0,14.91,4.48,Lucknow
2015-02-20,3.0,29.4,20.6,24.5,32.5,22.8,26.9,2015-02-20 00:59:00,2015-02-20 12:45:00,42381.48,39420.17,0.0,0.0,0.0,0.0,14.1,28.4,93.0,23.29,4.84,Chennai
2020-06-26,63.0,29.7,26.9,28.2,37.1,31.8,34.4,2020-06-26 00:33:00,2020-06-26 13:49:00,47785.61,27251.19,10.8,10.8,0.0,20.0,12.7,27.4,201.0,17.26,3.57,Mumbai
2022-10-22,0.0,30.1,17.2,23.2,32.0,18.1,24.2,2022-10-22 00:51:00,2022-10-22 12:13:00,40872.84,37814.57,0.0,0.0,0.0,0.0,10.5,20.9,321.0,17.64,4.06,Agra
2021-07-02,65.0,32.8,25.7,28.4,40.2,31.1,34.1,2021-07-02 00:16:00,2021-07-02 13:09:00,46370.4,41908.41,18.3,18.3,0.0,10.0,15.9,36.4,185.0,22.61,4.84,Chennai
2020-03-23,1.0,29.3,16.3,22.8,31.4,16.5,23.6,2020-03-23 00:51:00,2020-03-23 13:04:00,43999.82,40142.5,0.0,0.0,0.0,0.0,9.4,16.2,27.0,22.31,4.69,Delhi
2022-01-09,51.0,22.6,13.4,18.2,23.8,13.3,19.4,2022-01-09 01:07:00,2022-01-09 11:45:00,38306.61,20072.28,0.2,0.2,0.0,2.0,9.0,14.8,290.0,8.81,1.64,Patna
2021-04-22,0.0,35.0,20.5,27.8,34.7,19.2,27.0,2021-04-22 00:05:00,2021-04-22 13:03:00,46713.75,40423.41,0.0,0.0,0.0,0.0,12.2,34.6,1.0,23.41,6.57,Lucknow
2015-10-10,61.0,29.8,22.0,25.6,35.6,25.7,30.5,2015-10-09 23:49:00,2015-10-10 11:30:00,42080.52,35592.45,4.4,4.4,0.0,5.0,9.4,34.9,310.0,16.51,3.35,Guwahati
2021-08-05,61.0,31.4,25.4,28.1,39.6,30.8,34.7,2021-08-04 23:39:00,2021-08-05 12:45:00,47128.74,23822.91,6.7,6.7,0.0,19.0,11.1,23.0,243.0,14.72,3.15,Howrah
2016-02-15,0.0,28.9,13.8,21.6,29.5,11.5,20.2,2016-02-15 01:42:00,2016-02-15 13:05:00,40995.32,38285.78,0.0,0.0,0.0,0.0,11.2,24.5,4.0,20.87,4.92,Ahmedabad
2015-05-02,3.0,39.8,21.1,29.5,38.7,24.8,31.3,2015-05-02 00:36:00,2015-05-02 13:26:00,46173.48,42692.27,0.0,0.0,0.0,0.0,16.6,41.4,288.0,27.18,7.05,Pune
2016-02-22,1.0,31.9,24.5,27.6,34.7,27.8,30.6,2016-02-22 00:50:00,2016-02-22 12:30:00,42035.12,38876.04,0.0,0.0,0.0,0.0,21.6,37.8,214.0,21.43,5.18,Visakhapatnam
2019-01-11,0.0,24.6,11.0,17.5,22.8,9.8,16.4,2019-01-11 00:48:00,2019-01-11 11:39:00,39075.25,35239.74,0.0,0.0,0.0,0.0,12.0,26.6,350.0,14.89,3.12,Howrah
2016-05-09,55.0,33.8,26.6,29.8,41.2,33.2,36.1,2016-05-08 23:29:00,2016-05-09 12:37:00,47291.09,42748.56,2.8,2.8,0.0,5.0,11.7,23.0,181.0,22.78,5.11,Howrah
2020-04-22,63.0,28.3,23.1,25.5,32.6,25.6,29.6,2020-04-21 23:40:00,2020-04-22 12:29:00,46177.23,25153.33,16.1,16.1,0.0,11.0,17.4,38.5,176.0,14.04,2.92,Howrah
2020-05-17,0.0,38.1,23.3,30.8,39.1,24.4,32.3,2020-05-16 23:47:00,2020-05-17 13:17:00,48629.31,40688.61,0.0,0.0,0.0,0.0,12.9,24.8,282.0,24.04,6.67,Lucknow
2022-11-29,1.0,25.5,12.2,18.2,25.6,11.3,18.1,2022-11-29 01:08:00,2022-11-29 11:46:00,38257.73,32764.13,0.0,0.0,0.0,0.0,10.3,14.8,319.0,13.8,2.63,Kanpur
2016-12-11,0.0,25.3,12.6,18.7,25.2,12.3,18.9,2016-12-11 01:15:00,2016-12-11 11:44:00,37738.57,33538.11,0.0,0.0,0.0,0.0,12.1,25.9,267.0,14.63,2.76,Lucknow
2015-04-11,1.0,30.8,24.3,27.3,35.4,29.2,31.5,2015-04-11 00:54:00,2015-04-11 13:24:00,45015.91,39642.62,0.0,0.0,0.0,0.0,18.4,33.1,243.0,22.53,4.88,Mumbai
2019-07-11,63.0,31.9,28.0,29.5,36.4,33.1,34.4,2019-07-10 23:29:00,2019-07-11 12:55:00,48343.91,16787.83,4.8,4.8,0.0,6.0,23.4,49.7,202.0,13.09,3.4,Howrah
2020-12-20,1.0,31.1,19.4,24.7,32.0,19.4,25.2,2020-12-20 01:36:00,2020-12-20 12:35:00,39526.13,35985.89,0.0,0.0,0.0,0.0,17.9,34.2,27.0,17.28,4.42,Mumbai
2016-01-04,1.0,25.6,13.4,19.2,26.2,13.0,19.1,2016-01-04 00:47:00,2016-01-04 11:35:00,38854.99,35336.23,0.0,0.0,0.0,0.0,9.3,20.2,12.0,16.19,3.21,Howrah
2016-01-17,1.0,18.3,7.4,13.0,17.4,5.9,11.8,2016-01-17 01:38:00,2016-01-17 12:16:00,38292.48,35323.81,0.0,0.0,0.0,0.0,8.0,15.8,65.0,15.51,2.49,Agra
2022-09-07,61.0,29.5,22.1,24.4,35.8,25.9,28.8,2022-09-07 00:50:00,2022-09-07 13:15:00,44675.68,35795.81,10.0,10.0,0.0,13.0,13.6,28.4,0.0,18.87,3.77,Nashik
2018-06-18,65.0,28.2,25.4,26.8,32.6,28.6,31.4,2018-06-18 00:31:00,2018-06-18 13:47:00,47800.25,12203.16,23.1,23.1,0.0,22.0,22.3,42.8,219.0,10.78,2.33,Mumbai
2019-12-21,1.0,28.1,16.3,21.5,29.0,17.0,22.1,2019-12-21 01:35:00,2019-12-21 12:30:00,39313.04,32400.0,0.0,0.0,0.0,0.0,10.8,24.5,81.0,14.98,3.27,Nashik
2019-10-27,63.0,28.1,21.0,24.4,31.9,24.5,28.3,2019-10-27 00:42:00,2019-10-27 12:17:00,41685.24,38049.81,6.8,6.8,0.0,10.0,16.1,37.1,142.0,14.57,2.94,Hyderabad
2019-11-16,1.0,31.7,24.7,27.6,37.7,28.8,32.3,2019-11-16 01:16:00,2019-11-16 12:30:00,40418.01,36114.58,0.0,0.0,0.0,0.0,12.1,25.6,4.0,17.34,3.8,Mumbai
2020-09-09,51.0,31.6,26.0,28.7,38.7,32.3,35.0,2020-09-09 00:14:00,2020-09-09 12:34:00,44393.27,39600.0,0.1,0.1,0.0,1.0,14.9,32.4,208.0,23.04,4.77,Visakhapatnam
2020-09-22,51.0,26.8,18.3,21.9,26.2,18.4,21.6,2020-09-22 00:38:00,2020-09-22 12:45:00,43612.3,36259.29,0.4,0.4,0.0,3.0,34.6,63.4,250.0,19.07,3.99,Bengaluru
2015-12-14,1.0,32.9,20.8,26.7,34.4,22.8,27.6,2015-12-14 01:07:00,2015-12-14 12:13:00,39972.82,36756.79,0.0,0.0,0.0,0.0,14.9,27.4,130.0,16.94,4.52,Hyderabad
2019-12-06,53.0,28.0,23.7,26.0,29.6,26.2,27.6,2019-12-06 00:48:00,2019-12-06 12:11:00,40991.73,38317.14,2.1,2.1,0.0,7.0,21.4,42.8,41.0,18.65,4.62,Chennai
2020-12-05,1.0,28.3,20.8,24.0,30.0,22.0,26.0,2020-12-05 00:44:00,2020-12-05 11:51:00,40026.74,35963.45,0.0,0.0,0.0,0.0,17.7,36.0,45.0,17.66,3.69,Visakhapatnam
2018-03-24,3.0,33.4,25.2,28.6,38.6,31.2,33.6,2018-03-24 00:28:00,2018-03-24 12:38:00,43851.29,39600.0,0.0,0.0,0.0,0.0,20.2,43.6,199.0,20.35,4.68,Visakhapatnam
2017-02-19,0.0,28.9,13.0,21.3,30.3,12.3,22.3,2017-02-19 01:21:00,2017-02-19 12:42:00,40881.93,36545.46,0.0,0.0,0.0,0.0,10.2,20.5,294.0,19.58,3.94,Agra
2015-12-18,1.0,26.8,13.4,19.2,23.6,9.5,15.9,2015-12-18 01:44:00,2015-12-18 12:27:00,38602.07,35493.85,0.0,0.0,0.0,0.0,16.4,33.1,47.0,17.13,4.87,Ahmedabad
2021-11-23,0.0,25.7,12.4,18.4,22.8,10.1,16.5,2021-11-23 01:20:00,2021-11-23 11:55:00,38072.45,33079.87,0.0,0.0,0.0,0.0,15.6,31.3,275.0,13.49,3.37,Delhi
2021-10-06,51.0,32.5,23.6,28.1,37.6,27.2,32.6,2021-10-06 00:46:00,2021-10-06 12:31:00,42263.37,38116.26,0.1,0.1,0.0,1.0,11.0,23.0,304.0,17.4,4.0,Delhi
2019-03-07,0.0,31.2,17.4,24.0,31.9,16.0,23.1,2019-03-07 01:26:00,2019-03-07 13:15:00,42554.15,39207.34,0.0,0.0,0.0,0.0,11.4,24.1,331.0,22.46,5.35,Ahmedabad
2018-04-25,0.0,37.4,20.7,29.3,36.8,19.0,27.5,2018-04-25 00:39:00,2018-04-25 13:26:00,46002.17,43104.5,0.0,0.0,0.0,0.0,21.7,42.1,283.0,27.34,8.14,Nashik
2016-10-07,53.0,30.2,25.5,27.5,36.7,30.9,33.2,2016-10-07 00:00:00,2016-10-07 11:48:00,42480.11,33607.61,2.5,2.5,0.0,10.0,12.3,26.6,108.0,13.5,2.78,Kolkata
2022-05-09,51.0,35.7,24.7,30.6,38.0,27.4,32.8,2022-05-08 23:37:00,2022-05-09 12:54:00,47824.89,38031.73,0.1,0.1,0.0,1.0,23.8,43.6,91.0,19.7,6.4,Patna
