city_name,datetime,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
Kalyān,1997-02-08,3.0,30.4,15.6,22.1,29.5,15.6,22.3,1997-02-08 01:39:00,1997-02-08 13:03:00,41084.41,38425.04,0.0,0.0,0.0,0.0,12.1,28.8,277.0,21.72,4.65
Nāsik,2014-05-06,1.0,37.8,23.4,31.1,39.1,27.7,32.5,2014-05-06 00:32:00,2014-05-06 13:29:00,46634.22,42564.07,0.0,0.0,0.0,0.0,12.4,25.6,350.0,23.91,6.3
Ahmedabad,2001-07-10,63.0,30.4,25.3,26.8,35.1,29.7,31.8,2001-07-10 00:30:00,2001-07-10 13:58:00,48467.16,10641.56,19.8,19.8,0.0,15.0,13.5,31.0,216.0,9.43,2.18
Kalyān,2007-01-31,1.0,35.7,20.0,27.9,37.1,21.0,28.8,2007-01-31 01:42:00,2007-01-31 12:59:00,40632.87,37937.24,0.0,0.0,0.0,0.0,8.8,18.4,19.0,19.07,4.72
Jaipur,2000-09-20,1.0,35.1,22.7,29.9,36.4,23.6,30.8,2000-09-20 00:44:00,2000-09-20 12:55:00,43861.82,39658.49,0.0,0.0,0.0,0.0,14.8,30.2,66.0,17.84,5.23
Supaul,1984-02-17,1.0,26.9,12.0,19.8,26.1,10.3,18.5,1984-02-17 00:48:00,1984-02-17 12:06:00,40742.56,37961.56,0.0,0.0,0.0,0.0,9.5,22.3,260.0,19.96,4.25
Thāne,2023-01-11,0.0,33.0,15.3,22.5,32.8,14.6,22.2,2023-01-11 01:43:00,2023-01-11 12:47:00,39814.21,36292.21,0.0,0.0,0.0,0.0,13.6,29.2,331.0,17.87,4.23
Hāora,2007-12-15,2.0,25.4,18.1,21.5,25.7,17.2,21.8,2007-12-15 00:38:00,2007-12-15 11:24:00,38734.02,20797.22,0.0,0.0,0.0,0.0,14.0,28.4,8.0,6.84,2.19
Aurangābād,1982-05-13,0.0,38.4,23.0,30.5,38.1,25.3,31.1,1982-05-13 00:23:00,1982-05-13 13:26:00,46958.07,42962.34,0.0,0.0,0.0,0.0,20.2,36.7,275.0,25.77,7.7
Amritsar,2001-10-09,0.0,33.4,19.4,26.5,35.3,22.0,28.5,2001-10-09 00:59:00,2001-10-09 12:36:00,41770.66,38214.95,0.0,0.0,0.0,0.0,10.2,23.4,304.0,19.02,4.5
Farīdābād,1995-02-27,51.0,22.8,13.2,17.5,22.3,11.7,16.1,1995-02-27 01:18:00,1995-02-27 12:48:00,41459.62,37074.51,0.5,0.5,0.0,4.0,14.3,31.3,77.0,16.19,3.45
Jabalpur,2022-10-17,51.0,29.0,19.9,24.1,32.9,22.8,27.8,2022-10-17 00:38:00,2022-10-17 12:13:00,41705.03,39058.08,0.4,0.4,0.0,4.0,10.5,23.8,53.0,17.29,3.48
Kanpur,2010-10-29,0.0,28.6,15.3,22.9,29.7,15.0,23.4,2010-10-29 00:46:00,2010-10-29 11:59:00,40361.88,37589.0,0.0,0.0,0.0,0.0,8.3,14.4,34.0,19.04,3.72
Nāgpur,1982-04-20,0.0,37.9,25.4,32.0,38.1,24.5,31.1,1982-04-20 00:20:00,1982-04-20 13:04:00,45805.2,41973.71,0.0,0.0,0.0,0.0,11.1,25.9,50.0,24.66,7.16
Haldwāni,1995-06-27,55.0,29.5,24.7,27.0,35.1,29.3,32.3,1995-06-26 23:44:00,1995-06-27 13:44:00,50409.2,28057.77,6.8,6.8,0.0,9.0,8.4,22.0,44.0,12.92,2.88
Aurangābād,1988-01-05,0.0,28.6,15.9,22.1,27.9,14.6,20.9,1988-01-05 01:34:00,1988-01-05 12:32:00,39500.3,36031.77,0.0,0.0,0.0,0.0,12.2,29.9,287.0,18.39,4.43
Thāne,1994-05-28,3.0,35.7,28.0,30.7,41.8,33.9,36.0,1994-05-28 00:29:00,1994-05-28 13:40:00,47444.51,43100.21,0.0,0.0,0.0,0.0,19.1,41.0,271.0,23.72,5.78
Vasai-Virar,2022-02-08,2.0,25.2,17.6,21.5,26.7,19.0,23.0,2022-02-08 01:40:00,2022-02-08 13:05:00,41065.29,38285.25,0.0,0.0,0.0,0.0,16.8,35.3,313.0,19.94,3.76
Sūrat,2013-11-10,2.0,31.7,23.8,27.5,32.2,23.6,26.9,2013-11-10 01:16:00,2013-11-10 12:28:00,40333.39,36118.69,0.0,0.0,0.0,0.0,19.5,30.6,35.0,16.73,6.03
Amritsar,1993-01-16,51.0,14.6,6.3,10.7,13.1,4.1,9.1,1993-01-16 02:00:00,1993-01-16 12:19:00,37182.14,24909.73,0.9,0.9,0.0,3.0,13.4,32.0,209.0,7.22,1.15
Jamshedpur,1998-10-22,51.0,29.5,23.0,26.0,34.8,27.7,31.2,1998-10-22 00:14:00,1998-10-22 11:44:00,41378.72,30604.72,0.8,0.8,0.0,5.0,6.9,17.3,130.0,12.47,2.63
Vasai-Virar,2003-11-16,0.0,31.7,21.8,26.4,35.5,24.9,29.4,2003-11-16 01:17:00,2003-11-16 12:30:00,40368.38,36487.07,0.0,0.0,0.0,0.0,11.8,21.2,332.0,19.07,4.26
Kanpur,2011-06-27,63.0,31.6,25.5,27.6,38.1,30.8,33.9,2011-06-26 23:48:00,2011-06-27 13:35:00,49647.62,14926.91,13.0,13.0,0.0,20.0,10.6,19.8,106.0,11.69,2.56
Hyderābād,1997-12-07,2.0,26.6,19.5,22.6,25.7,21.3,23.1,1997-12-07 01:03:00,1997-12-07 12:11:00,40071.12,33012.05,0.0,0.0,0.0,0.0,16.7,35.3,112.0,12.6,3.25
Rānchi,1987-11-12,51.0,25.9,15.0,21.7,26.1,13.2,21.4,1987-11-12 00:30:00,1987-11-12 11:35:00,39873.61,35572.04,0.4,0.4,0.0,3.0,16.5,35.6,49.0,16.93,3.96
Alīgarh,1987-07-13,61.0,36.6,28.8,32.3,43.1,33.8,37.6,1987-07-13 00:00:00,1987-07-13 13:46:00,49581.73,41756.56,1.5,1.5,0.0,1.0,13.4,29.2,117.0,22.18,5.7
Pimpri-Chinchwad,2004-06-05,61.0,30.9,23.3,26.0,35.5,26.7,29.1,2004-06-05 00:27:00,2004-06-05 13:39:00,47529.07,42967.71,2.5,2.5,0.0,3.0,21.0,48.6,278.0,20.82,4.59
Guwāhāti,1981-06-14,63.0,33.1,26.4,29.5,42.2,32.6,36.8,1981-06-13 23:00:00,1981-06-14 12:45:00,49555.64,43828.5,21.8,21.8,0.0,15.0,5.7,23.8,73.0,22.46,4.81
Jabalpur,2017-11-24,0.0,26.2,12.8,18.5,24.9,11.1,17.2,2017-11-24 01:00:00,2017-11-24 11:53:00,39218.99,35934.3,0.0,0.0,0.0,0.0,10.9,22.3,24.0,16.62,3.61
Lucknow,2008-05-08,0.0,39.0,24.5,32.5,39.5,24.8,32.2,2008-05-07 23:52:00,2008-05-08 13:12:00,48016.93,45163.84,0.0,0.0,0.0,0.0,14.9,29.5,283.0,27.0,8.1
Prayagraj,2008-08-13,63.0,31.9,25.4,27.9,38.4,31.1,33.9,2008-08-13 00:05:00,2008-08-13 13:09:00,47040.56,22031.79,22.6,22.6,0.0,15.0,11.6,28.4,137.0,12.84,2.88
Jaipur,2014-06-19,51.0,38.7,30.6,34.1,42.1,33.2,36.5,2014-06-19 00:02:00,2014-06-19 13:52:00,49791.09,43200.0,0.3,0.3,0.0,1.0,17.7,37.1,245.0,22.09,7.35
Kalyān,1998-10-08,51.0,32.2,24.0,27.7,39.8,29.4,33.9,1998-10-08 00:59:00,1998-10-08 12:50:00,42631.31,37752.63,1.1,1.1,0.0,5.0,7.2,24.8,190.0,18.8,3.95
Supaul,2010-09-06,61.0,31.7,25.4,28.2,38.5,29.6,33.3,2010-09-05 23:55:00,2010-09-06 12:28:00,45158.42,32066.94,3.7,3.7,0.0,8.0,16.2,31.0,90.0,16.4,3.64
Āgra,1988-09-02,1.0,34.3,25.7,30.0,41.6,30.6,36.0,1988-09-02 00:27:00,1988-09-02 13:07:00,45576.86,41930.95,0.0,0.0,0.0,0.0,8.8,23.8,267.0,22.11,4.96
Patna,2010-03-18,1.0,34.3,19.7,27.1,36.5,21.4,28.4,2010-03-18 00:25:00,2010-03-18 12:29:00,43441.22,37047.86,0.0,0.0,0.0,0.0,8.5,23.4,213.0,19.31,4.73
Bilāspur,2020-01-05,0.0,21.6,10.9,15.7,20.8,9.1,14.5,2020-01-05 01:11:00,2020-01-05 12:01:00,38995.69,35299.2,0.0,0.0,0.0,0.0,14.8,27.7,4.0,16.25,2.86
Srīnagar,2019-10-10,0.0,20.4,5.9,12.5,19.2,3.3,11.0,2019-10-10 01:01:00,2019-10-10 12:34:00,41526.31,37937.35,0.0,0.0,0.0,0.0,9.1,24.8,87.0,18.25,3.12
Patna,2006-06-15,51.0,37.6,25.8,32.3,43.2,31.1,37.3,2006-06-14 23:28:00,2006-06-15 13:11:00,49421.32,46041.56,0.1,0.1,0.0,1.0,11.0,25.6,227.0,26.19,6.27
Vishākhapatnam,2011-11-04,0.0,29.5,20.5,25.0,31.2,22.6,26.9,2011-11-04 00:27:00,2011-11-04 11:54:00,41229.15,37886.03,0.0,0.0,0.0,0.0,14.5,28.8,49.0,20.91,4.67
Ahmedabad,1984-09-03,51.0,29.3,23.4,26.5,32.0,26.8,29.3,1984-09-03 00:52:00,1984-09-03 13:25:00,45156.66,29440.53,1.4,1.4,0.0,9.0,18.3,34.6,248.0,12.6,3.33
Chandīgarh,1988-12-19,53.0,20.6,12.7,15.9,18.8,10.7,14.4,1988-12-19 01:45:00,1988-12-19 11:54:00,36556.36,10015.87,2.4,2.4,0.0,10.0,11.3,24.1,86.0,5.82,1.63
Vishākhapatnam,2020-12-20,1.0,27.4,17.3,22.1,27.4,17.8,22.6,2020-12-20 00:52:00,2020-12-20 11:56:00,39849.84,37044.82,0.0,0.0,0.0,0.0,15.2,32.0,45.0,18.15,3.95
Pimpri-Chinchwad,2020-11-02,51.0,28.6,19.0,23.6,31.3,20.2,25.9,2020-11-02 01:05:00,2020-11-02 12:31:00,41157.91,36696.65,0.1,0.1,0.0,1.0,9.4,24.1,59.0,17.73,3.63
Sūrat,1982-07-10,61.0,30.5,26.4,28.3,34.4,30.3,31.9,1982-07-10 00:33:00,1982-07-10 13:54:00,48049.14,34330.48,5.5,5.5,0.0,15.0,25.8,42.8,209.0,17.88,4.38
Thāne,1988-03-30,2.0,33.6,21.4,26.6,37.1,25.0,30.0,1988-03-30 01:03:00,1988-03-30 13:21:00,44288.29,41703.44,0.0,0.0,0.0,0.0,15.3,29.5,285.0,26.43,5.81
Vijayavāda,1984-04-26,2.0,38.4,27.3,32.2,43.3,33.3,36.7,1984-04-26 00:15:00,1984-04-26 12:55:00,45612.7,40100.56,0.0,0.0,0.0,0.0,12.6,29.5,184.0,24.13,6.17
Ahmedabad,1993-10-27,51.0,32.5,23.3,27.8,36.8,26.2,31.6,1993-10-27 01:11:00,1993-10-27 12:35:00,40973.59,36705.64,0.2,0.2,0.0,1.0,5.2,21.6,43.0,18.57,3.95
Bangalore,2002-07-26,3.0,27.7,18.4,23.1,26.0,18.9,22.8,2002-07-26 00:33:00,2002-07-26 13:18:00,45871.12,41378.47,0.0,0.0,0.0,0.0,23.9,52.6,280.0,18.81,4.76
Supaul,2005-10-04,63.0,24.0,22.5,23.2,27.7,25.5,26.6,2005-10-04 00:07:00,2005-10-04 11:57:00,42589.8,0.0,60.1,60.1,0.0,24.0,15.1,28.4,62.0,2.26,0.64
Vārānasi,1984-08-20,3.0,30.6,26.1,27.9,34.1,30.4,32.0,1984-08-20 00:03:00,1984-08-20 12:59:00,46499.38,33031.97,0.0,0.0,0.0,0.0,16.2,31.7,236.0,15.06,3.68
Alīgarh,2004-05-09,1.0,40.5,25.8,33.8,40.9,26.0,34.0,2004-05-09 00:01:00,2004-05-09 13:26:00,48297.28,43940.94,0.0,0.0,0.0,0.0,18.3,36.0,269.0,25.24,8.3
Amritsar,1989-05-27,0.0,40.8,21.0,32.2,40.4,20.8,31.5,1989-05-26 23:57:00,1989-05-27 13:57:00,50414.38,46625.79,0.0,0.0,0.0,0.0,12.8,25.9,329.0,28.86,7.67
Mirzāpur,1983-01-14,1.0,20.0,7.7,13.9,19.7,5.7,12.6,1983-01-14 01:17:00,1983-01-14 12:00:00,38608.81,35074.1,0.0,0.0,0.0,0.0,9.5,14.4,91.0,16.78,2.74
Supaul,2012-09-14,65.0,26.3,24.2,24.9,30.6,27.4,29.0,2012-09-13 23:58:00,2012-09-14 12:19:00,44389.63,0.0,154.3,154.3,0.0,24.0,19.8,34.2,95.0,1.99,0.52
Najafgarh,1990-07-03,63.0,31.2,25.8,27.7,35.7,30.0,32.6,1990-07-02 23:58:00,1990-07-03 13:53:00,50110.5,8277.51,19.9,19.9,0.0,21.0,16.9,44.6,92.0,9.83,2.46
Mirzāpur,2014-10-10,1.0,33.9,24.8,29.2,38.0,28.1,32.4,2014-10-10 00:25:00,2014-10-10 12:08:00,42123.01,38735.36,0.0,0.0,0.0,0.0,10.4,20.5,318.0,18.68,4.68
Mirzāpur,2004-06-11,63.0,32.8,25.9,29.8,38.3,31.3,35.1,2004-06-10 23:39:00,2004-06-11 13:19:00,49236.62,39555.37,23.0,23.0,0.0,15.0,14.5,28.1,52.0,16.52,4.08
Delhi,2003-03-17,1.0,30.4,16.3,23.3,32.5,15.6,22.9,2003-03-17 00:59:00,2003-03-17 13:00:00,43291.79,40528.25,0.0,0.0,0.0,0.0,10.4,30.2,29.0,21.91,4.99
Jabalpur,2015-10-23,3.0,31.9,20.8,26.2,35.1,22.6,28.4,2015-10-23 00:40:00,2015-10-23 12:08:00,41269.84,38601.63,0.0,0.0,0.0,0.0,8.3,19.4,88.0,18.36,4.26
Nāsik,2020-11-05,0.0,29.5,15.7,22.5,30.8,15.4,22.2,2020-11-05 01:08:00,2020-11-05 12:28:00,40785.91,37621.87,0.0,0.0,0.0,0.0,9.3,24.8,58.0,20.15,4.55
Lucknow,1989-06-23,63.0,33.0,25.8,28.4,36.9,30.0,32.7,1989-06-22 23:43:00,1989-06-23 13:33:00,49775.19,27952.51,28.6,28.6,0.0,16.0,21.0,50.0,62.0,14.49,3.76
Thāne,2015-02-21,0.0,36.0,18.9,27.5,37.1,19.4,28.0,2015-02-21 01:33:00,2015-02-21 13:10:00,41841.6,38918.25,0.0,0.0,0.0,0.0,12.9,25.2,27.0,22.43,5.85
Najafgarh,1992-06-06,1.0,43.5,29.6,36.9,43.5,29.1,36.2,1992-06-05 23:53:00,1992-06-06 13:47:00,50032.75,41200.2,0.0,0.0,0.0,0.0,17.2,35.3,303.0,26.48,9.17
Guwāhāti,1994-06-16,63.0,30.8,25.6,27.5,38.0,31.4,33.9,1994-06-15 23:00:00,1994-06-16 12:46:00,49580.4,13917.4,21.4,21.4,0.0,22.0,11.3,19.4,49.0,11.96,2.59
Jaipur,1992-06-24,0.0,38.4,29.0,33.7,40.0,29.2,34.5,1992-06-24 00:04:00,1992-06-24 13:53:00,49784.94,43200.0,0.0,0.0,0.0,0.0,22.4,39.6,253.0,25.47,9.16
Hyderābād,2018-08-05,51.0,30.7,23.4,26.9,31.1,23.9,27.7,2018-08-05 00:26:00,2018-08-05 13:17:00,46250.0,41273.52,0.8,0.8,0.0,7.0,26.1,52.2,279.0,20.27,5.67
Thāne,2005-10-09,0.0,34.4,22.4,28.1,38.9,25.5,31.8,2005-10-09 01:00:00,2005-10-09 12:49:00,42548.54,39289.61,0.0,0.0,0.0,0.0,11.2,23.0,15.0,22.03,5.06
Bhopāl,2015-04-08,53.0,34.3,22.6,28.1,36.0,21.7,28.1,2015-04-08 00:36:00,2015-04-08 13:08:00,45130.62,42016.32,0.7,0.7,0.0,1.0,14.6,33.5,50.0,23.62,6.58
Vārānasi,1994-08-28,63.0,32.1,25.2,28.1,39.0,30.8,34.4,1994-08-28 00:06:00,1994-08-28 12:51:00,45877.52,31976.89,6.1,6.1,0.0,8.0,10.7,24.5,35.0,17.47,3.74
Nāsik,2018-11-24,1.0,30.5,17.0,23.5,31.1,16.7,23.3,2018-11-24 01:18:00,2018-11-24 12:23:00,39889.77,36222.73,0.0,0.0,0.0,0.0,9.7,24.8,21.0,17.72,4.17
Thāne,1993-04-18,1.0,36.5,23.0,29.3,41.1,26.9,33.0,1993-04-18 00:48:00,1993-04-18 13:26:00,45487.49,42591.35,0.0,0.0,0.0,0.0,17.8,32.8,299.0,26.2,6.45
Kanpur,1989-11-29,0.0,23.6,10.6,17.5,22.9,9.3,16.6,1989-11-29 01:08:00,1989-11-29 11:46:00,38251.58,34948.58,0.0,0.0,0.0,0.0,8.0,16.2,287.0,15.98,2.82
Mirzāpur,2019-09-11,63.0,31.2,26.4,28.7,38.6,32.0,35.4,2019-09-11 00:14:00,2019-09-11 12:39:00,44670.36,13884.5,12.1,12.1,0.0,17.0,13.0,30.2,73.0,12.74,2.8
Gwalior,1985-08-18,61.0,29.7,25.1,26.9,34.1,29.7,31.9,1985-08-18 00:21:00,1985-08-18 13:21:00,46794.8,13028.71,8.7,8.7,0.0,14.0,14.8,30.2,288.0,10.08,2.27
Thāne,2011-11-16,0.0,34.0,21.0,27.5,34.8,20.8,28.0,2011-11-16 01:15:00,2011-11-16 12:29:00,40392.57,36491.63,0.0,0.0,0.0,0.0,11.5,21.6,27.0,19.31,5.17
Amritsar,2013-08-10,63.0,30.1,24.7,27.6,36.9,29.6,33.5,2013-08-10 00:22:00,2013-08-10 13:49:00,48397.42,34763.6,16.5,16.5,0.0,14.0,10.7,24.1,126.0,14.33,3.03
Mirzāpur,1991-04-11,1.0,34.2,20.9,27.9,34.8,22.1,28.0,1991-04-11 00:11:00,1991-04-11 12:50:00,45518.96,41647.54,0.0,0.0,0.0,0.0,13.4,29.5,281.0,24.53,6.49
Ahmedabad,1982-12-07,0.0,26.9,13.8,19.5,27.2,12.2,19.1,1982-12-07 01:37:00,1982-12-07 12:24:00,38789.78,35906.18,0.0,0.0,0.0,0.0,10.7,25.6,22.0,16.53,3.42
Rānchi,2003-04-07,1.0,32.6,19.0,26.0,34.2,18.5,26.4,2003-04-07 00:05:00,2003-04-07 12:36:00,45055.36,39812.06,0.0,0.0,0.0,0.0,10.5,26.6,286.0,24.39,5.89
Hāora,2000-01-28,2.0,28.4,14.9,21.5,28.3,15.0,21.8,2000-01-28 00:47:00,2000-01-28 11:51:00,39862.3,37012.43,0.0,0.0,0.0,0.0,11.2,22.0,202.0,17.9,3.88
Patna,2024-04-29,1.0,42.0,26.5,35.3,38.6,23.8,32.5,2024-04-28 23:44:00,2024-04-29 12:49:00,47131.93,41831.36,0.0,0.0,0.0,0.0,27.4,50.0,270.0,24.38,10.46
Vārānasi,2022-04-30,1.0,44.3,26.5,34.1,44.4,28.4,34.8,2022-04-29 23:52:00,2022-04-30 12:57:00,47128.25,40734.64,0.0,0.0,0.0,0.0,28.8,49.0,59.0,22.92,8.18
Delhi,1984-08-20,51.0,31.5,25.9,28.6,37.8,30.8,34.3,1984-08-20 00:23:00,1984-08-20 13:25:00,46942.18,41531.1,0.2,0.2,0.0,2.0,12.9,27.4,100.0,17.92,3.94
Thāne,1992-08-20,51.0,26.1,24.5,25.1,29.5,28.0,28.9,1992-08-20 00:50:00,1992-08-20 13:32:00,45721.69,170.73,2.6,2.6,0.0,12.0,16.9,39.6,243.0,7.13,1.61
Guwāhāti,2019-07-06,65.0,31.2,26.3,28.6,36.7,31.9,34.1,2019-07-05 23:05:00,2019-07-06 12:49:00,49386.54,23604.79,39.5,39.5,0.0,15.0,19.3,37.1,83.0,15.39,3.52
Pune,2023-12-27,1.0,30.4,16.5,22.6,29.8,15.8,22.2,2023-12-27 01:34:00,2023-12-27 12:35:00,39676.8,36081.86,0.0,0.0,0.0,0.0,12.1,28.1,86.0,17.69,4.33
Bilāspur,2001-09-15,51.0,31.9,24.7,28.3,39.7,30.5,34.4,2001-09-15 00:18:00,2001-09-15 12:35:00,44199.17,39600.0,0.6,0.6,0.0,3.0,6.0,17.6,328.0,20.02,4.27
Mumbai,1991-05-21,1.0,34.0,26.8,29.8,40.6,32.7,35.7,1991-05-21 00:32:00,1991-05-21 13:38:00,47155.58,43200.0,0.0,0.0,0.0,0.0,21.1,37.4,300.0,26.06,5.81
Pune,2001-12-29,1.0,28.5,17.6,23.0,28.9,17.5,23.0,2001-12-29 01:35:00,2001-12-29 12:37:00,39701.48,36148.79,0.0,0.0,0.0,0.0,9.0,27.7,85.0,14.61,3.4
Amritsar,2006-02-18,1.0,27.0,14.4,20.7,27.4,14.0,20.8,2006-02-18 01:39:00,2006-02-18 12:49:00,40192.91,32774.53,0.0,0.0,0.0,0.0,9.4,19.8,297.0,15.11,3.25
Ghāziābād,2014-08-17,2.0,33.3,25.8,29.6,37.0,29.3,33.0,2014-08-17 00:20:00,2014-08-17 13:28:00,47250.84,42855.37,0.0,0.0,0.0,0.0,13.4,27.4,274.0,19.89,5.11
Bangalore,1996-04-05,1.0,33.0,18.3,25.6,32.0,19.4,25.1,1996-04-05 00:43:00,1996-04-05 13:01:00,44312.45,41820.08,0.0,0.0,0.0,0.0,15.9,34.6,119.0,27.65,7.13
Jabalpur,1984-11-25,0.0,25.7,12.7,18.8,23.8,11.4,17.2,1984-11-25 01:00:00,1984-11-25 11:53:00,39175.78,36346.5,0.0,0.0,0.0,0.0,12.9,29.2,45.0,17.54,3.95
Farīdābād,2019-04-05,1.0,37.4,20.8,28.9,40.1,21.5,29.7,2019-04-05 00:36:00,2019-04-05 13:10:00,45245.91,36000.0,0.0,0.0,0.0,0.0,25.6,46.1,324.0,22.44,6.03
Pimpri-Chinchwad,1986-07-14,53.0,24.9,21.5,22.5,25.9,22.8,24.0,1986-07-14 00:36:00,1986-07-14 13:45:00,47350.01,9007.88,2.0,2.0,0.0,7.0,26.3,50.4,272.0,9.6,1.88
Supaul,2006-10-23,61.0,28.9,18.9,23.3,33.2,21.1,26.2,2006-10-23 00:16:00,2006-10-23 11:39:00,40920.92,36214.62,2.1,2.1,0.0,2.0,7.1,19.8,307.0,17.95,3.51
Gwalior,1994-10-02,0.0,33.8,20.0,26.7,34.2,19.9,26.9,1994-10-02 00:40:00,1994-10-02 12:33:00,42799.97,39460.92,0.0,0.0,0.0,0.0,16.4,31.3,295.0,22.02,5.91
Farīdābād,1992-10-21,0.0,32.2,17.4,25.2,31.0,16.9,24.4,1992-10-21 00:55:00,1992-10-21 12:15:00,40792.18,38003.55,0.0,0.0,0.0,0.0,15.8,31.7,309.0,17.91,5.05
Vadodara,2003-07-01,53.0,31.8,25.7,28.7,36.2,31.3,33.7,2003-07-01 00:26:00,2003-07-01 13:55:00,48522.9,39627.6,1.8,1.8,0.0,10.0,14.4,31.7,201.0,17.38,4.07
Ghāziābād,1996-02-06,1.0,25.2,8.6,16.6,23.0,6.5,14.8,1996-02-06 01:36:00,1996-02-06 12:32:00,39429.43,35981.78,0.0,0.0,0.0,0.0,13.0,27.7,307.0,17.59,3.69
Meerut,2020-11-06,0.0,29.2,12.3,20.0,27.2,10.9,18.5,2020-11-06 01:05:00,2020-11-06 11:59:00,39231.43,35117.71,0.0,0.0,0.0,0.0,13.3,27.0,297.0,15.92,3.99
Bilāspur,1980-12-29,1.0,25.9,16.5,21.1,26.9,16.9,21.7,1980-12-29 01:09:00,1980-12-29 11:57:00,38862.66,35719.03,0.0,0.0,0.0,0.0,9.5,22.7,39.0,15.36,3.07
Patna,2002-01-10,0.0,23.8,10.9,16.7,23.2,9.4,15.7,2002-01-10 01:07:00,2002-01-10 11:46:00,38338.18,35102.65,0.0,0.0,0.0,0.0,12.7,23.4,270.0,16.07,3.06
Vārānasi,2012-03-08,0.0,30.5,15.1,23.3,30.6,13.5,21.7,2012-03-08 00:43:00,2012-03-08 12:33:00,42593.25,39216.01,0.0,0.0,0.0,0.0,8.9,17.6,230.0,22.41,5.32
Chennai,1985-01-12,51.0,26.8,19.4,23.8,29.0,22.1,26.0,1985-01-12 01:04:00,1985-01-12 12:29:00,41104.6,37311.55,0.2,0.2,0.0,2.0,16.6,29.9,68.0,16.0,3.39
Vasai-Virar,2014-07-13,61.0,28.0,25.5,26.5,32.7,30.1,31.2,2014-07-13 00:38:00,2014-07-13 13:50:00,47538.29,28545.02,11.9,11.9,0.0,17.0,17.1,37.1,211.0,12.41,2.48
Jabalpur,1991-12-04,1.0,25.3,10.4,17.5,23.4,8.0,15.1,1991-12-04 01:06:00,1991-12-04 11:54:00,38849.03,34887.63,0.0,0.0,0.0,0.0,10.1,20.2,37.0,16.6,3.75
Lucknow,2009-02-21,0.0,31.0,15.2,23.1,27.5,12.9,19.5,2009-02-21 01:07:00,2009-02-21 12:32:00,41097.8,37756.08,0.0,0.0,0.0,0.0,25.9,45.4,288.0,20.87,7.29
Farīdābād,1993-07-29,1.0,34.2,25.6,30.4,41.8,31.3,36.5,1993-07-29 00:10:00,1993-07-29 13:43:00,48749.19,43200.0,0.0,0.0,0.0,0.0,9.4,18.0,129.0,21.22,4.82
Kalyān,2024-04-07,0.0,40.4,21.8,30.5,39.7,22.3,30.1,2024-04-07 00:55:00,2024-04-07 13:22:00,44823.84,41798.57,0.0,0.0,0.0,0.0,20.1,43.9,311.0,25.02,7.59
Ahmedabad,2008-03-20,0.0,36.2,19.2,28.0,37.4,19.5,27.8,2008-03-20 01:13:00,2008-03-20 13:20:00,43652.86,40322.29,0.0,0.0,0.0,0.0,8.7,19.4,288.0,25.14,6.02
Vijayavāda,1984-06-23,2.0,35.4,29.7,32.3,38.2,31.4,34.4,1984-06-23 00:06:00,1984-06-23 13:12:00,47193.02,41512.82,0.0,0.0,0.0,0.0,25.0,46.8,274.0,21.09,6.83
Ludhiāna,2020-05-28,61.0,38.5,28.0,32.0,39.2,27.2,32.8,2020-05-27 23:55:00,2020-05-28 13:53:00,50289.21,38606.29,2.4,2.4,0.0,1.0,27.5,56.2,124.0,21.85,7.96
Jaipur,1982-05-14,0.0,30.2,18.6,24.5,34.2,20.6,26.4,1982-05-14 00:09:00,1982-05-14 13:36:00,48399.74,43496.88,0.0,0.0,0.0,0.0,13.4,22.7,68.0,27.64,6.0
Vadodara,1990-10-09,1.0,34.0,23.9,28.3,40.2,27.4,33.0,1990-10-09 01:01:00,1990-10-09 12:48:00,42392.57,36956.56,0.0,0.0,0.0,0.0,9.2,23.8,347.0,20.68,4.58
Guwāhāti,2000-06-01,61.0,29.6,23.3,26.2,37.0,28.4,31.8,2000-05-31 23:00:00,2000-06-01 12:40:00,49230.02,35776.21,7.5,7.5,0.0,13.0,10.5,36.7,339.0,15.05,3.07
Bhopāl,1984-10-18,0.0,31.2,17.5,24.2,30.1,15.6,22.4,1984-10-18 00:48:00,1984-10-18 12:22:00,41604.83,38952.25,0.0,0.0,0.0,0.0,12.0,27.4,342.0,21.49,5.9
Haldwāni,1998-10-28,0.0,26.1,13.3,19.4,27.6,13.5,20.5,1998-10-28 00:51:00,1998-10-28 11:59:00,40071.59,37228.39,0.0,0.0,0.0,0.0,11.5,28.4,289.0,18.13,3.43
Alīgarh,2008-11-02,0.0,31.0,16.2,23.4,31.4,16.1,24.1,2008-11-02 00:59:00,2008-11-02 12:03:00,39774.74,36940.05,0.0,0.0,0.0,0.0,10.5,23.0,277.0,17.61,3.84
Alīgarh,2019-06-21,1.0,37.9,25.8,32.9,41.4,29.6,36.4,2019-06-20 23:52:00,2019-06-21 13:46:00,50066.96,41210.69,0.0,0.0,0.0,0.0,9.4,19.1,301.0,22.45,5.89
