city_name,datetime,weather_code,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,apparent_temperature_mean,sunrise,sunset,daylight_duration,sunshine_duration,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,shortwave_radiation_sum,et0_fao_evapotranspiration
Kolkāta,1985-03-16,3.0,36.0,23.2,28.6,40.3,27.9,32.7,1985-03-16 00:14:00,1985-03-16 12:15:00,43304.95,39725.75,0.0,0.0,0.0,0.0,14.4,29.5,193.0,23.57,5.32
Chennai,2018-10-06,53.0,30.0,25.3,27.5,35.8,30.9,33.0,2018-10-06 00:28:00,2018-10-06 12:25:00,43027.49,37427.34,2.7,2.7,0.0,16.0,15.0,35.6,72.0,19.7,3.98
Āgra,2000-11-23,0.0,26.0,13.4,20.0,26.6,12.8,20.3,2000-11-23 01:14:00,2000-11-23 11:54:00,38390.88,34915.89,0.0,0.0,0.0,0.0,8.4,20.9,113.0,15.52,2.97
Chandīgarh,1992-03-29,1.0,28.0,11.7,20.1,27.5,10.5,19.2,1992-03-29 00:45:00,1992-03-29 13:09:00,44691.41,41864.55,0.0,0.0,0.0,0.0,11.4,29.5,306.0,23.45,5.07
Vasai-Virar,2024-08-20,63.0,28.5,25.0,26.5,33.6,29.9,32.2,2024-08-20 00:51:00,2024-08-20 13:33:00,45724.9,12626.38,24.9,24.9,0.0,15.0,12.4,24.8,8.0,9.83,2.07
Thāne,2015-12-09,0.0,32.6,18.9,25.4,33.6,20.4,27.4,2015-12-09 01:29:00,2015-12-09 12:30:00,39618.25,36000.0,0.0,0.0,0.0,0.0,9.2,18.7,46.0,17.88,4.05
Bhopāl,2020-03-04,0.0,29.4,17.3,22.3,28.1,15.4,20.9,2020-03-04 01:08:00,2020-03-04 12:54:00,42365.45,38346.77,0.0,0.0,0.0,0.0,16.6,36.0,278.0,21.11,5.33
Prayagraj,2006-07-25,61.0,31.5,26.0,28.3,37.7,32.4,34.6,2006-07-24 23:56:00,2006-07-25 13:22:00,48358.21,25181.62,7.3,7.3,0.0,16.0,8.0,18.7,174.0,13.54,3.02
Alīgarh,2010-12-01,0.0,22.5,9.2,15.5,21.7,7.6,14.5,2010-12-01 01:21:00,2010-12-01 11:52:00,37831.46,34251.21,0.0,0.0,0.0,0.0,7.8,16.2,278.0,15.29,2.63
Gwalior,1998-03-03,2.0,27.2,12.1,20.4,28.4,10.8,19.8,1998-03-03 01:09:00,1998-03-03 12:49:00,42040.26,36658.08,0.0,0.0,0.0,0.0,12.5,21.6,33.0,21.21,4.51
Aurangābād,1997-11-12,53.0,28.2,20.6,23.6,30.7,23.6,26.5,1997-11-12 01:05:00,1997-11-12 12:19:00,40459.57,29876.06,1.2,1.2,0.0,5.0,6.8,17.6,260.0,11.3,2.39
Lucknow,2017-01-30,3.0,20.8,11.1,14.7,21.3,11.0,14.7,2017-01-30 01:22:00,2017-01-30 12:16:00,39263.99,27649.98,0.0,0.0,0.0,0.0,8.0,22.0,327.0,14.46,2.34
Pune,2011-09-04,63.0,25.5,22.1,23.2,27.8,24.9,25.9,2011-09-04 00:50:00,2011-09-04 13:17:00,44792.3,12045.9,18.5,18.5,0.0,20.0,18.3,48.2,233.0,7.56,1.6
Lucknow,1983-09-15,61.0,30.0,24.3,27.1,36.9,29.2,32.8,1983-09-15 00:21:00,1983-09-15 12:41:00,44412.25,29785.8,6.0,6.0,0.0,8.0,9.4,31.3,106.0,13.81,2.88
Supaul,1987-03-23,0.0,33.4,19.9,26.7,35.5,20.9,27.4,1987-03-23 00:14:00,1987-03-23 12:25:00,43865.93,40181.53,0.0,0.0,0.0,0.0,15.3,31.7,100.0,23.05,5.66
Jabalpur,2013-05-29,1.0,41.0,28.4,35.1,40.7,28.6,34.8,2013-05-28 23:54:00,2013-05-29 13:20:00,48377.62,44559.41,0.0,0.0,0.0,0.0,13.4,31.0,348.0,22.12,7.1
Delhi,2010-05-08,1.0,36.1,23.0,30.0,38.9,25.1,32.1,2010-05-08 00:05:00,2010-05-08 13:30:00,48322.07,44184.7,0.0,0.0,0.0,0.0,13.0,29.9,330.0,26.87,6.97
Ghāziābād,1981-03-15,53.0,23.5,14.9,19.1,25.1,15.7,19.9,1981-03-15 01:00:00,1981-03-15 12:58:00,43119.2,30268.76,1.6,1.6,0.0,2.0,13.1,25.6,276.0,14.32,2.76
Nāsik,1980-01-05,2.0,25.0,16.3,20.2,25.5,15.3,20.1,1980-01-05 01:40:00,1980-01-05 12:38:00,39467.73,35887.45,0.0,0.0,0.0,0.0,19.2,42.5,93.0,12.54,2.76
Haldwāni,2017-11-11,1.0,25.4,14.6,19.5,26.3,13.3,19.5,2017-11-11 01:02:00,2017-11-11 11:49:00,38804.59,34863.18,0.0,0.0,0.0,0.0,7.8,21.6,338.0,15.27,2.92
Prayagraj,1982-06-07,53.0,33.4,25.1,29.6,40.6,31.1,36.2,1982-06-06 23:41:00,1982-06-07 13:21:00,49203.66,38359.22,0.9,0.9,0.0,2.0,7.3,25.9,53.0,20.11,4.43
Nāgpur,2022-05-21,1.0,43.0,30.7,36.5,43.0,29.6,35.9,2022-05-21 00:03:00,2022-05-21 13:16:00,47594.43,42598.79,0.0,0.0,0.0,0.0,23.0,41.4,282.0,24.86,9.73
Chandīgarh,2023-11-20,0.0,25.0,13.7,18.9,24.7,13.6,18.5,2023-11-20 01:23:00,2023-11-20 11:53:00,37808.27,32501.93,0.0,0.0,0.0,0.0,9.7,19.4,345.0,11.52,2.52
Thāne,2015-07-18,51.0,29.7,25.9,27.7,34.2,30.4,32.1,2015-07-18 00:39:00,2015-07-18 13:48:00,47355.81,32108.5,3.3,3.3,0.0,17.0,19.7,43.2,239.0,15.51,3.45
Pune,2002-08-26,51.0,25.8,21.2,22.8,27.9,24.2,25.4,2002-08-26 00:48:00,2002-08-26 13:24:00,45317.53,29508.64,2.4,2.4,0.0,11.0,17.9,47.2,215.0,13.43,2.73
Aurangābād,1999-02-20,0.0,32.5,18.0,25.4,31.9,17.3,24.4,1999-02-20 01:24:00,1999-02-20 12:59:00,41703.71,38290.12,0.0,0.0,0.0,0.0,14.8,34.6,155.0,22.32,5.74
Ahmedabad,1984-08-08,51.0,30.6,24.0,27.1,34.3,28.1,31.0,1984-08-08 00:43:00,1984-08-08 13:47:00,47016.47,35717.72,0.9,0.9,0.0,6.0,13.6,29.2,222.0,16.43,3.79
Sūrat,2017-05-18,1.0,34.3,27.5,30.3,39.1,32.5,35.0,2017-05-18 00:29:00,2017-05-18 13:40:00,47479.7,43247.15,0.0,0.0,0.0,0.0,20.7,39.6,214.0,26.65,6.4
Chennai,2015-08-12,2.0,33.5,27.1,29.7,37.3,31.2,33.9,2015-08-12 00:26:00,2015-08-12 13:02:00,45342.05,18454.73,0.0,0.0,0.0,0.0,13.6,33.8,243.0,14.3,3.88
Pimpri-Chinchwad,1986-07-03,3.0,28.5,22.3,24.8,31.6,25.4,27.8,1986-07-03 00:32:00,1986-07-03 13:45:00,47595.73,40738.89,0.0,0.0,0.0,0.0,16.6,33.8,268.0,21.06,4.36
Bangalore,2004-01-05,3.0,26.4,15.8,20.7,26.7,15.1,20.3,2004-01-05 01:13:00,2004-01-05 12:36:00,40999.6,33645.84,0.0,0.0,0.0,0.0,18.6,36.7,115.0,19.8,4.12
Vārānasi,1989-02-10,0.0,24.7,10.6,17.4,22.8,8.4,15.1,1989-02-10 01:06:00,1989-02-10 12:18:00,40336.89,37547.18,0.0,0.0,0.0,0.0,10.6,24.1,292.0,19.68,4.27
Chandīgarh,2008-05-05,61.0,37.9,21.7,29.3,39.0,21.9,29.4,2008-05-05 00:05:00,2008-05-05 13:33:00,48547.32,36844.99,4.5,4.5,0.0,5.0,20.3,49.0,130.0,23.27,7.05
Sūrat,1992-05-05,0.0,34.4,26.2,29.7,38.3,30.6,33.9,1992-05-05 00:35:00,1992-05-05 13:35:00,46794.83,43200.0,0.0,0.0,0.0,0.0,16.2,28.1,229.0,25.92,6.36
Lucknow,2008-11-25,0.0,25.4,13.1,18.7,25.3,12.1,18.1,2008-11-25 01:03:00,2008-11-25 11:43:00,38352.07,34815.72,0.0,0.0,0.0,0.0,8.7,18.4,359.0,15.81,3.04
Vijayavāda,1981-12-27,1.0,28.1,17.0,22.3,28.5,17.5,22.7,1981-12-27 01:03:00,1981-12-27 12:12:00,40139.94,37389.77,0.0,0.0,0.0,0.0,12.6,27.4,80.0,18.4,3.99
Delhi,1981-05-25,0.0,41.5,26.0,34.6,42.0,26.8,34.8,1981-05-24 23:55:00,1981-05-25 13:40:00,49484.09,45560.31,0.0,0.0,0.0,0.0,11.3,33.1,242.0,28.18,7.9
Chandīgarh,1990-10-07,0.0,29.9,17.7,23.8,33.3,19.4,26.5,1990-10-07 00:49:00,1990-10-07 12:31:00,42088.7,38814.79,0.0,0.0,0.0,0.0,10.9,24.1,334.0,20.07,4.19
Aurangābād,2001-09-28,1.0,30.6,22.1,26.1,34.1,24.3,29.0,2001-09-28 00:48:00,2001-09-28 12:49:00,43250.18,39786.13,0.0,0.0,0.0,0.0,14.0,32.0,348.0,20.55,4.56
Najafgarh,2008-10-04,0.0,34.7,24.4,29.4,40.4,28.8,34.1,2008-10-04 00:46:00,2008-10-04 12:34:00,42453.5,39025.51,0.0,0.0,0.0,0.0,9.9,17.6,161.0,18.93,4.3
Kanpur,2002-06-29,51.0,35.0,26.4,31.5,41.1,31.8,36.4,2002-06-28 23:48:00,2002-06-29 13:35:00,49616.49,42403.01,0.1,0.1,0.0,1.0,13.6,28.8,201.0,21.62,5.58
Supaul,2004-10-20,0.0,29.3,19.4,24.0,32.9,21.6,26.9,2004-10-20 00:15:00,2004-10-20 11:41:00,41133.88,36438.47,0.0,0.0,0.0,0.0,7.4,18.7,285.0,18.58,3.74
Najafgarh,1986-07-24,53.0,31.8,26.6,29.0,35.8,31.3,33.3,1986-07-24 00:08:00,1986-07-24 13:48:00,49142.1,37283.67,1.3,1.3,0.0,2.0,19.3,37.4,72.0,16.46,4.24
Prayagraj,1981-09-08,63.0,28.5,24.1,25.6,34.1,29.1,30.9,1981-09-08 00:15:00,1981-09-08 12:45:00,44930.6,2511.75,21.0,21.0,0.0,24.0,10.2,20.5,6.0,6.24,1.43
Madurai,2018-11-01,63.0,28.1,23.4,25.5,33.9,27.1,30.2,2018-11-01 00:37:00,2018-11-01 12:24:00,42373.02,12013.21,27.0,27.0,0.0,19.0,9.0,29.2,13.0,9.19,1.98
Jamshedpur,1992-08-24,51.0,31.6,24.8,27.9,38.6,30.1,33.8,1992-08-23 23:55:00,1992-08-24 12:40:00,45875.39,37539.66,0.5,0.5,0.0,2.0,8.4,24.1,214.0,18.97,4.04
Ahmedabad,2002-08-10,51.0,29.0,24.3,26.5,32.8,28.6,30.6,2002-08-10 00:43:00,2002-08-10 13:45:00,46907.52,4475.01,0.2,0.2,0.0,1.0,14.7,29.5,225.0,8.23,2.23
Supaul,1998-01-25,1.0,23.2,9.1,15.7,21.6,7.4,13.9,1998-01-25 01:00:00,1998-01-25 11:50:00,39032.48,36139.21,0.0,0.0,0.0,0.0,10.9,24.8,283.0,17.61,3.43
Mumbai,2016-03-23,0.0,35.9,23.7,29.3,38.9,25.6,31.7,2016-03-23 01:09:00,2016-03-23 13:20:00,43839.45,41095.34,0.0,0.0,0.0,0.0,17.5,27.7,297.0,25.97,6.38
Lucknow,1988-07-30,63.0,32.0,26.3,28.8,39.8,31.8,35.7,1988-07-29 23:59:00,1988-07-30 13:25:00,48323.42,30356.26,18.6,18.6,0.0,19.0,12.9,21.6,238.0,14.34,3.17
Supaul,2003-06-09,61.0,30.9,24.1,27.2,36.3,29.0,32.2,2003-06-08 23:20:00,2003-06-09 13:04:00,49438.55,42557.81,10.5,10.5,0.0,15.0,14.7,34.2,107.0,16.29,3.39
Hyderābād,2000-02-03,1.0,31.4,17.0,24.5,32.2,17.0,24.4,2000-02-03 01:17:00,2000-02-03 12:42:00,41073.48,37220.35,0.0,0.0,0.0,0.0,11.2,23.8,155.0,21.52,4.93
Vārānasi,1992-03-05,0.0,32.1,16.9,24.0,30.4,14.3,22.5,1992-03-05 00:47:00,1992-03-05 12:31:00,42308.32,39018.86,0.0,0.0,0.0,0.0,20.7,39.6,275.0,22.26,6.18
Kalyān,2002-08-20,53.0,28.3,23.9,25.8,32.3,28.3,30.0,2002-08-20 00:49:00,2002-08-20 13:32:00,45749.81,32814.4,5.1,5.1,0.0,21.0,17.2,43.9,225.0,15.41,3.14
Kanpur,2021-08-21,61.0,30.8,25.9,27.9,36.8,30.3,33.5,2021-08-21 00:13:00,2021-08-21 13:10:00,46563.51,29325.52,8.1,8.1,0.0,13.0,16.6,32.0,114.0,15.31,3.26
Meerut,2024-02-13,2.0,22.3,9.2,15.7,21.3,7.9,14.8,2024-02-13 01:29:00,2024-02-13 12:36:00,40024.03,35972.89,0.0,0.0,0.0,0.0,8.1,16.6,275.0,14.29,2.67
Kolkāta,2005-01-23,2.0,24.8,12.3,19.2,25.1,11.5,19.2,2005-01-23 00:47:00,2005-01-23 11:48:00,39630.4,35834.24,0.0,0.0,0.0,0.0,8.1,18.4,76.0,16.96,3.18
Patna,2002-05-02,3.0,33.2,22.8,27.7,35.0,23.8,29.2,2002-05-01 23:42:00,2002-05-02 12:50:00,47312.93,43133.43,0.0,0.0,0.0,0.0,25.6,49.3,85.0,19.17,5.53
Aurangābād,2008-03-30,1.0,34.6,22.2,29.1,35.1,22.5,28.4,2008-03-30 00:53:00,2008-03-30 13:12:00,44327.12,41359.28,0.0,0.0,0.0,0.0,11.7,27.0,312.0,20.08,5.89
Farīdābād,1991-11-04,0.0,30.7,14.8,22.6,29.3,14.4,21.5,1991-11-04 01:04:00,1991-11-04 12:04:00,39589.48,36571.89,0.0,0.0,0.0,0.0,14.9,27.4,308.0,17.16,4.41
Vasai-Virar,1991-01-29,0.0,33.3,22.3,27.1,34.3,22.5,27.2,1991-01-29 01:44:00,1991-01-29 12:59:00,40500.18,37792.25,0.0,0.0,0.0,0.0,15.5,28.1,356.0,20.46,5.69
Aurangābād,1982-01-09,1.0,27.6,16.1,21.9,27.3,15.1,21.3,1982-01-09 01:35:00,1982-01-09 12:35:00,39616.3,36000.0,0.0,0.0,0.0,0.0,16.6,36.7,171.0,17.73,4.08
Lucknow,1988-03-12,53.0,31.5,18.0,24.0,33.1,17.9,24.5,1988-03-12 00:48:00,1988-03-12 12:43:00,42890.71,38524.58,2.4,2.4,0.0,6.0,18.9,42.1,75.0,20.34,4.95
Farīdābād,1991-11-28,0.0,26.5,12.2,18.9,23.5,10.9,16.9,1991-11-28 01:22:00,1991-11-28 11:54:00,37863.27,34062.7,0.0,0.0,0.0,0.0,18.0,35.3,292.0,14.91,3.77
Farīdābād,2012-07-15,53.0,34.4,26.4,30.6,39.9,32.2,35.7,2012-07-15 00:03:00,2012-07-15 13:50:00,49586.23,43229.1,0.8,0.8,0.0,3.0,13.2,29.2,267.0,22.72,5.45
Pune,1994-07-16,61.0,25.5,21.9,23.1,27.6,24.3,25.5,1994-07-16 00:36:00,1994-07-16 13:44:00,47270.37,19700.87,25.8,25.8,0.0,24.0,20.9,52.2,243.0,10.43,2.13
Hāora,2000-07-03,51.0,32.4,25.6,29.0,38.9,31.9,34.8,2000-07-02 23:26:00,2000-07-03 12:55:00,48541.47,42104.46,0.4,0.4,0.0,3.0,10.9,25.2,186.0,21.77,4.77
Jamshedpur,1986-10-14,53.0,32.4,21.2,26.4,37.2,24.0,30.4,1986-10-14 00:11:00,1986-10-14 11:51:00,41980.77,37499.78,0.6,0.6,0.0,1.0,9.1,27.7,243.0,20.15,4.32
